start_time,end_time,states_seen,peak_requests,peak_5xx,total_suspicious_requests,reason
12/14/2024 22:40,12/14/2024 22:40,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/15/2024 8:39,12/15/2024 8:39,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/17/2024 14:10,12/17/2024 14:10,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/18/2024 3:49,12/18/2024 3:49,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/19/2024 2:20,12/19/2024 2:20,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/19/2024 4:02,12/23/2024 12:06,down_or_crashing,26,26,102387,traffic/error/suspicious-request spike inferred from log metrics
12/23/2024 18:47,12/23/2024 18:47,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/24/2024 5:01,12/24/2024 5:01,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/24/2024 17:33,12/24/2024 17:33,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/26/2024 5:09,12/28/2024 6:49,down_or_crashing,26,26,48864,traffic/error/suspicious-request spike inferred from log metrics
12/29/2024 2:33,12/29/2024 2:33,suspicious,29,0,0,traffic/error/suspicious-request spike inferred from log metrics
12/31/2024 0:51,1/4/2025 7:15,down_or_crashing,26,26,99997,traffic/error/suspicious-request spike inferred from log metrics
1/5/2025 13:26,1/5/2025 13:26,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/5/2025 13:29,1/5/2025 13:29,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/6/2025 12:45,1/6/2025 12:45,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/6/2025 18:31,1/11/2025 4:49,down_or_crashing,27,27,104466,traffic/error/suspicious-request spike inferred from log metrics
1/11/2025 19:49,1/11/2025 19:49,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/13/2025 19:21,1/13/2025 19:21,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/15/2025 3:39,1/20/2025 2:40,down_or_crashing,27,27,116663,traffic/error/suspicious-request spike inferred from log metrics
1/21/2025 10:04,1/21/2025 10:04,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/22/2025 19:06,1/25/2025 15:49,down_or_crashing,26,26,67558,traffic/error/suspicious-request spike inferred from log metrics
1/26/2025 18:59,1/26/2025 18:59,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/26/2025 23:38,1/26/2025 23:38,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/28/2025 18:04,1/28/2025 18:04,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
1/28/2025 20:42,2/1/2025 3:51,down_or_crashing,26,26,77628,traffic/error/suspicious-request spike inferred from log metrics
2/3/2025 22:01,2/3/2025 22:01,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/6/2025 3:38,2/6/2025 3:38,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/6/2025 22:47,2/6/2025 22:47,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/10/2025 7:39,2/10/2025 7:39,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/15/2025 17:07,2/15/2025 17:07,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/16/2025 6:38,2/16/2025 6:38,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/16/2025 14:54,2/16/2025 14:54,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/17/2025 17:33,2/17/2025 17:33,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/18/2025 20:36,2/18/2025 20:36,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/19/2025 17:02,2/19/2025 17:02,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/20/2025 0:54,2/20/2025 0:54,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/20/2025 16:03,2/20/2025 16:03,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/22/2025 18:29,2/22/2025 18:29,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/25/2025 9:15,2/25/2025 9:15,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/25/2025 13:55,2/25/2025 13:55,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/25/2025 15:59,2/25/2025 15:59,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/26/2025 12:38,2/26/2025 12:38,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
2/27/2025 23:55,3/3/2025 21:00,down_or_crashing,28,28,91583,traffic/error/suspicious-request spike inferred from log metrics
3/6/2025 3:43,3/6/2025 3:43,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/6/2025 12:40,3/9/2025 0:30,down_or_crashing,26,26,58847,traffic/error/suspicious-request spike inferred from log metrics
3/13/2025 2:25,3/13/2025 2:25,suspicious,20,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/14/2025 4:49,3/14/2025 4:49,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/14/2025 17:37,3/14/2025 17:37,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/16/2025 8:10,3/16/2025 8:10,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/17/2025 20:29,3/17/2025 20:29,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/19/2025 10:07,3/19/2025 10:07,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/19/2025 10:38,3/19/2025 10:38,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
3/19/2025 15:34,3/22/2025 15:51,down_or_crashing,27,27,70989,traffic/error/suspicious-request spike inferred from log metrics
3/24/2025 0:45,3/24/2025 0:45,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/1/2025 21:29,4/1/2025 21:29,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/2/2025 2:37,4/2/2025 2:37,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/2/2025 4:09,4/2/2025 4:09,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/2/2025 7:55,4/5/2025 11:58,down_or_crashing,26,26,74602,traffic/error/suspicious-request spike inferred from log metrics
4/5/2025 20:32,4/5/2025 20:32,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/6/2025 11:23,4/6/2025 11:23,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/7/2025 21:52,4/7/2025 21:52,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/8/2025 10:13,4/11/2025 4:23,down_or_crashing,27,27,64888,traffic/error/suspicious-request spike inferred from log metrics
4/11/2025 15:36,4/11/2025 15:36,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/12/2025 13:06,4/12/2025 13:06,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/14/2025 1:32,4/14/2025 1:32,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/16/2025 14:16,4/16/2025 14:16,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/19/2025 7:36,4/19/2025 7:36,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/19/2025 9:23,4/19/2025 9:23,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/20/2025 2:10,4/20/2025 2:10,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/21/2025 2:20,4/21/2025 2:20,suspicious,30,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/21/2025 23:59,4/21/2025 23:59,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/22/2025 9:20,4/27/2025 3:12,down_or_crashing,25,25,111663,traffic/error/suspicious-request spike inferred from log metrics
4/29/2025 12:17,4/29/2025 12:17,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
4/30/2025 6:45,4/30/2025 6:45,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/1/2025 12:00,5/1/2025 12:00,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/1/2025 22:55,5/1/2025 22:55,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/2/2025 2:29,5/2/2025 2:29,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/2/2025 21:17,5/2/2025 21:17,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/5/2025 1:04,5/5/2025 1:04,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/7/2025 9:22,5/7/2025 9:22,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/12/2025 17:04,5/12/2025 17:04,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/12/2025 17:41,5/12/2025 17:41,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/15/2025 10:34,5/18/2025 10:25,down_or_crashing,25,25,70558,traffic/error/suspicious-request spike inferred from log metrics
5/20/2025 19:10,5/22/2025 21:06,down_or_crashing,27,27,48872,traffic/error/suspicious-request spike inferred from log metrics
5/23/2025 10:08,5/23/2025 10:08,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/24/2025 14:45,5/24/2025 14:45,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/26/2025 1:19,5/30/2025 17:46,down_or_crashing,26,26,110512,traffic/error/suspicious-request spike inferred from log metrics
5/30/2025 19:14,5/30/2025 19:14,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
5/31/2025 20:16,5/31/2025 20:16,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/1/2025 3:46,6/1/2025 3:46,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/1/2025 14:15,6/1/2025 14:15,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/3/2025 14:05,6/3/2025 14:05,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/5/2025 18:04,6/8/2025 3:19,down_or_crashing,27,27,56136,traffic/error/suspicious-request spike inferred from log metrics
6/10/2025 0:58,6/10/2025 0:58,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/10/2025 21:22,6/10/2025 21:22,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/12/2025 2:36,6/12/2025 2:36,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/14/2025 8:27,6/14/2025 8:27,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/14/2025 11:33,6/14/2025 11:33,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/15/2025 23:13,6/15/2025 23:13,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/16/2025 10:50,6/20/2025 21:09,down_or_crashing,26,26,104365,traffic/error/suspicious-request spike inferred from log metrics
6/21/2025 5:50,6/21/2025 5:50,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/21/2025 14:16,6/21/2025 14:16,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/24/2025 20:30,6/24/2025 20:30,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/25/2025 16:05,6/25/2025 16:05,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/27/2025 8:38,6/27/2025 8:38,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/27/2025 14:57,6/27/2025 14:57,suspicious,19,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/28/2025 19:33,6/28/2025 19:33,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
6/29/2025 20:12,6/29/2025 20:12,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/3/2025 3:26,7/3/2025 3:26,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/3/2025 20:37,7/7/2025 9:46,down_or_crashing,27,27,83303,traffic/error/suspicious-request spike inferred from log metrics
7/8/2025 5:46,7/8/2025 5:46,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/8/2025 8:53,7/8/2025 8:53,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/9/2025 0:57,7/9/2025 0:57,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/10/2025 1:08,7/10/2025 1:08,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/11/2025 13:52,7/11/2025 13:52,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/11/2025 16:06,7/11/2025 16:06,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/12/2025 4:18,7/15/2025 5:31,down_or_crashing,25,25,72092,traffic/error/suspicious-request spike inferred from log metrics
7/19/2025 12:51,7/19/2025 12:51,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/21/2025 18:59,7/21/2025 18:59,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/23/2025 13:24,7/26/2025 3:29,down_or_crashing,26,26,60720,traffic/error/suspicious-request spike inferred from log metrics
7/26/2025 9:56,7/26/2025 9:56,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/29/2025 12:07,7/29/2025 12:07,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
7/29/2025 18:03,8/2/2025 5:32,down_or_crashing,26,26,81842,traffic/error/suspicious-request spike inferred from log metrics
8/5/2025 23:16,8/5/2025 23:16,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/6/2025 8:50,8/6/2025 8:50,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/7/2025 9:53,8/7/2025 9:53,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/10/2025 19:37,8/10/2025 19:37,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/14/2025 14:03,8/14/2025 14:03,suspicious,18,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/14/2025 18:37,8/14/2025 18:37,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/19/2025 20:38,8/19/2025 20:38,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/21/2025 6:48,8/21/2025 6:48,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/24/2025 1:05,8/28/2025 22:15,down_or_crashing,27,27,115009,traffic/error/suspicious-request spike inferred from log metrics
8/29/2025 7:15,8/29/2025 7:15,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/29/2025 14:27,8/29/2025 14:27,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/29/2025 23:03,8/29/2025 23:03,suspicious,28,0,0,traffic/error/suspicious-request spike inferred from log metrics
8/30/2025 19:20,8/30/2025 19:20,suspicious,26,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/1/2025 16:34,9/1/2025 16:34,suspicious,23,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/1/2025 19:33,9/1/2025 19:33,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/2/2025 18:38,9/4/2025 23:15,down_or_crashing,25,25,51769,traffic/error/suspicious-request spike inferred from log metrics
9/5/2025 12:21,9/5/2025 12:21,suspicious,21,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/5/2025 16:49,9/5/2025 16:49,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/6/2025 18:05,9/6/2025 18:05,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/7/2025 21:19,9/10/2025 7:35,down_or_crashing,26,26,57246,traffic/error/suspicious-request spike inferred from log metrics
9/11/2025 8:41,9/11/2025 8:41,suspicious,22,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/11/2025 23:30,9/11/2025 23:30,suspicious,27,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/15/2025 3:50,9/15/2025 3:50,suspicious,25,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/16/2025 5:17,9/16/2025 5:17,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/16/2025 15:13,9/19/2025 4:55,down_or_crashing,27,27,60741,traffic/error/suspicious-request spike inferred from log metrics
9/22/2025 1:11,9/22/2025 1:11,suspicious,24,0,0,traffic/error/suspicious-request spike inferred from log metrics
9/22/2025 16:23,9/27/2025 15:27,down_or_crashing,28,28,116822,traffic/error/suspicious-request spike inferred from log metrics
