endpoint,total_requests,unique_ips,status_200,status_302,status_304,status_401,status_403,status_404,status_500,status_504,status_5xx,payload_hits,attack_type
/api/v1/userV,11396,19,0,0,0,0,0,0,5662,5734,11396,0,server_error
/checkoutV,11320,19,0,0,0,0,0,0,5603,5717,11320,0,server_error
/api/v1/userB,11036,19,0,0,0,0,0,0,5532,5504,11036,0,server_error
/productsB,11034,19,0,0,0,0,0,0,5483,5551,11034,0,server_error
/cartB,11031,19,0,0,0,0,0,0,5576,5455,11031,0,server_error
/checkoutB,10956,19,0,0,0,0,0,0,5467,5489,10956,0,server_error
/searchB,10889,19,0,0,0,0,0,0,5465,5424,10889,0,server_error
/indexB.html,10792,19,0,0,0,0,0,0,5397,5395,10792,0,server_error
/api/v1/userP,9284,19,0,0,0,0,0,0,4695,4589,9284,0,server_error
/searchP,9226,19,0,0,0,0,0,0,4554,4672,9226,0,server_error
/indexP.html,9165,19,0,0,0,0,0,0,4558,4607,9165,0,server_error
/checkoutP,9117,19,0,0,0,0,0,0,4500,4617,9117,0,server_error
/searchC,9075,19,0,0,0,0,0,0,4440,4635,9075,0,server_error
/productsP,9053,19,0,0,0,0,0,0,4497,4556,9053,0,server_error
/cartP,9004,19,0,0,0,0,0,0,4507,4497,9004,0,server_error
/cartC,8963,19,0,0,0,0,0,0,4484,4479,8963,0,server_error
/indexC.html,8955,19,0,0,0,0,0,0,4479,4476,8955,0,server_error
/productsC,8872,19,0,0,0,0,0,0,4389,4483,8872,0,server_error
/api/v1/userC,8840,19,0,0,0,0,0,0,4489,4351,8840,0,server_error
/checkoutC,8839,19,0,0,0,0,0,0,4486,4353,8839,0,server_error
/index.html,2583242,2582068,1721355,0,429976,0,0,431911,0,0,0,0,normal
/products,2584156,2582925,1721601,0,431498,0,0,431057,0,0,0,0,normal
/api/v1/user,2580336,2579131,1719958,0,429649,0,0,430729,0,0,0,0,normal
/cart,2581034,2579785,1720806,0,429968,0,0,430260,0,0,0,0,normal
/search,2860193,2582326,2000426,0,429611,0,0,430156,0,0,0,0,normal
/checkout,2584535,2583363,1723889,0,430681,0,0,429965,0,0,0,0,normal
